1981 3 20.5
1981 4 20.5
1981 5 20.5
1981 6 20.5
1981 7 20.5
1981 8 20.5
1981 9 21.5
1981 10 21.5
1981 11 21.5
1981 12 21.5
1982 1 21.5
1982 2 21.5
1982 3 21.5
1982 4 21.5
1982 5 21.5
1982 6 21.5
1982 7 21.5
1982 8 21.5
1982 9 21.5
1982 10 21.5
1982 11 21.5
1982 12 25
1983 1 25
1983 2 25
1983 3 25
1983 4 25
1983 5 22
1983 6 22
1983 7 22
1983 8 22
1983 9 22
1983 10 22
1983 11 22
1983 12 22
1984 1 18
1984 2 18
1984 3 18
1984 4 18
1984 5 18
1984 6 18
1984 7 18
1984 8 18
1984 9 18
1984 10 20
1984 11 20
1984 12 20
1985 1 20
1985 2 20
1985 3 20
1985 4 20
1985 5 20
1985 6 20
1985 7 20
1985 8 20
1985 9 20
1985 10 20
1985 11 20
1985 12 20
1986 1 20
1986 2 20
1986 3 20
1986 4 20
1986 5 20
1986 6 20
1986 7 20
1986 8 20
1986 9 20
1986 10 17.5
1986 11 19.5
1986 12 19.5
1987 1 20
1987 2 19.5
1987 3 19.5
1987 4 20
1987 5 20
1987 6 20
1987 7 20
1987 8 20.5
1987 9 20.5
1987 10 21
1987 11 23
1987 12 22
1988 1 23.5
1988 2 23.5
1988 3 23.5
1988 4 23.5
1988 5 23.5
1988 6 23
1988 7 23
1988 8 23
1988 9 23
1988 10 23.5
1988 11 23.5
1988 12 23.5
1989 1 23.5
1989 2 23.5
1989 3 23
1989 4 23
1989 5 23
1989 6 23
1989 7 23
1989 8 23
1989 9 23
1989 10 23
1989 11 23.5
1989 12 23.5
1990 1 23.5
1990 2 23.5
1990 3 23.5
1990 4 24.5
1990 5 24.5
1990 6 25.5
1990 7 25.5
1990 8 27
1990 9 28.5
1990 10 29.5
1990 11 34
1990 12 34
1991 1 34
1991 2 35
1991 3 33
1991 4 33
1991 5 32.5
1991 6 31.5
1991 7 30.5
1991 8 30.5
1991 9 30.5
1991 10 31
1991 11 30.5
1991 12 30.5
1992 1 29.5
1992 2 27.5
1992 3 21.5
1992 4 20.5
1992 5 16.5
1992 6 12.5
1992 7 15
1992 8 16
1992 9 16.5
1992 10 17
1992 11 18.5
1992 12 19
1993 1 19.5
1993 2 19
1993 3 19
1993 4 17
1993 5 15.5
1993 6 16.5
1993 7 19.5
1993 8 22.75
1993 9 25
1993 10 25
1993 11 25
1993 12 25
1994 1 23.75
1994 2 23.25
1994 3 23.25
1994 4 23
1994 5 23
1994 6 23.25
1994 7 23.25
1994 8 23.25
1994 9 24.5
1994 10 26.75
1994 11 27.75
1994 12 27.75
1995 1 27.75
1995 2 29.25
1995 3 33
1995 4 33
1995 5 33
1995 6 33
1995 7 32.5
1995 8 32.5
1995 9 31.75
1995 10 31.25
1995 11 30
1995 12 28.5
1996 1 27.25
1996 2 26.5
1996 3 24.3
1996 4 22.9
1996 5 22.3
1996 6 21.9
1996 7 22.5
1996 8 23.3
1996 9 24.1
1996 10 23.7
1996 11 24.2
1996 12 24.6
1997 1 24.6
1997 2 24
1997 3 21.5
1997 4 21.25
1997 5 20.75
1997 6 20.75
1997 7 20.5
1997 8 19.5
1997 9 19
1997 10 18.75
1997 11 18.75
1997 12 18.5
1998 1 18.25
1998 2 18.25
1998 3 18.25
1998 4 18.5
1998 5 18.5
1998 6 19
1998 7 19.75
1998 8 20.25
1998 9 21.25
1998 10 24.25
1998 11 24.5
1998 12 24.5
1999 1 24.5
1999 2 24.5
1999 3 24.5
1999 4 24.5
1999 5 23.25
1999 6 22
1999 7 21
1999 8 20
1999 9 20
1999 10 20
1999 11 19
1999 12 18.25
2000 1 17.5
2000 2 17.5
2000 3 17.25
2000 4 17.25
2000 5 17.25
2000 6 17.75
2000 7 17.75
2000 8 18
2000 9 16.25
2000 10 15.75
2000 11 15.5
2000 12 15.5
2001 1 15.5
2001 2 15.25
2001 3 15
2001 4 15
2001 5 14.75
2001 6 14.75
2001 7 14.75
2001 8 14.75
2001 9 15
2001 10 15
2001 11 15.5
2001 12 16
2002 1 16.25
2002 2 16.75
2002 3 16.75
2002 4 17.25
2002 5 17.25
2002 6 17.25
2002 7 17.5
2002 8 17.5
2002 9 17.5
2002 10 17.5
2002 11 17.5
2002 12 17.5
2003 1 17.5
2003 2 17.25
2003 3 16.75
2003 4 16.75
2003 5 16
2003 6 15.75
2003 7 15.5
2003 8 14.75
2003 9 14.5
2003 10 14
2003 11 13.75
2003 12 13.75
2004 1 13.5
2004 2 13.5
2004 3 13.5
2004 4 13.5
2004 5 13.5
2004 6 13.75
2004 7 13.75
2004 8 14
2004 9 14.25
2004 10 14.25
2004 11 14.25
2004 12 14.25
2005 1 14.5
2005 2 14.75
2005 3 15
2005 4 15
2005 5 15.75
2005 6 15.75
2005 7 15.5
2005 8 15.5
2005 9 15.25
2005 10 15.25
2005 11 15.25
2005 12 15.25
2006 1 15.25
2006 2 15.25
2006 3 15.25
2006 4 15.25
2006 5 13.75
2006 6 13.5
2006 7 13.75
2006 8 13.75
2006 9 13.5
2006 10 13.25
2006 11 11.25
2006 12 11.25
2007 1 10.75
2007 2 9.75
2007 3 8
2007 4 7.5
2007 5 7.25
2007 6 7.25
2007 7 7.25
2007 8 7.25
2007 9 7.25
2007 10 7
2007 11 7
2007 12 7
2008 1 7.25
2008 2 5.5
2008 3 5.25
2008 4 4.25
2008 5 5
2008 6 5.5
2008 7 7
2008 8 8.5
2008 9 9.25
2008 10 10.5
2008 11 11
2008 12 11.5
2009 1 11.25
2009 2 12
2009 3 11.75
2009 4 11.5
2009 5 11.25
2009 6 11
2009 7 12
2009 8 11.5
2009 9 11.5
2009 10 9
2009 11 9.25
2009 12 8.25
2010 1 8
2010 2 8
2010 3 8
2010 4 7.75
2010 5 8.5
2010 6 8.25
2010 7 8
2010 8 8.25
2010 9 7.5
2010 10 7.25
2010 11 7
2010 12 8
2011 1 7.75
2011 2 7.5
2011 3 7.5
2011 4 7
2011 5 7.25
2011 6 7.25
2011 7 7.25
2011 8 7.25
2011 9 7.75
2011 10 8
2011 11 8
2011 12 8
2012 1 8.75
2012 2 9
2012 3 9.25
2012 4 9.5
2012 5 10
2012 6 9.75
2012 7 10.25
2012 8 10.5
2012 9 10.5
2012 10 10.25
2012 11 9.5
2012 12 9.2
2013 1 8.3
2013 2 7.35
2013 3 6.95
2013 4 6.75
2013 5 6.65
2013 6 6.6
2013 7 6.55
2013 8 6.55
2013 9 6.55
2013 10 6.55
2013 11 6.55
2013 12 6.5
2014 1 6.55
2014 2 6.5
2014 3 6.6
2014 4 6.7
2014 5 6.85
2014 6 6.95
2014 7 7
2014 8 7.1
2014 9 7.15
2014 10 7.2
2014 11 7.2
2014 12 7.2
2015 1 7.2
2015 2 7.15
2015 3 7.1
2015 4 7.1
2015 5 6.9
2015 6 6.8
2015 7 6.75
2015 8 6.55
2015 9 6.55
2015 10 6.25
2015 11 6
2015 12 5.95
2016 1 5.95
2016 2 5.7
2016 3 5.7
2016 4 5.55
2016 5 5.4
2016 6 5.25
2016 7 5.2
2016 8 5
2016 9 4.7
2016 10 4.65
2016 11 4.6
2016 12 4.45
2017 1 4.55
2017 2 4.6
2017 3 4.5
2017 4 4.6
2017 5 4.55
2017 6 5.7
2017 7 5.95
2017 8 5.95
2017 9 5.85
2017 10 5.9
2017 11 5.9
2017 12 5.95
2018 1 6.1
2018 2 6
2018 3 6
2018 4 6.15
2018 5 5.95
2018 6 5.95
2018 7 6
2018 8 5.95
2018 9 5.9
2018 10 5.8
2018 11 5.85
2018 12 6
2019 1 6.25
2019 2 6.25
2019 3 6.2
2019 4 6.15
2019 5 6.3
2019 6 6.55
2019 7 6.1
2019 8 5.85
2019 9 5.7
