2000	1	92.9633
2000	2	88.987
2000	3	101.9978
2000	4	100.7244
2000	5	109.4593
2000	6	103.4649
2000	7	104.589
2000	8	104.9601
2000	9	101.4162
2000	10	97.5915
2000	11	98.7215
2000	12	95.125
2001	1	88.119
2001	2	87.7776
2001	3	102.5417
2001	4	100.1151
2001	5	108.7134
2001	6	102.6029
2001	7	95.7379
2001	8	100.5043
2001	9	96.3048
2001	10	96.3969
2001	11	88.6775
2001	12	89.5966
2002	1	92.784
2002	2	85.967
2002	3	98.8909
2002	4	103.8889
2002	5	103.7708
2002	6	102.517
2002	7	103.6877
2002	8	102.2801
2002	9	96.6509
2002	10	98.1171
2002	11	89.5126
2002	12	86.7866
2003	1	81.3339
2003	2	81.8591
2003	3	89.5814
2003	4	79.62
2003	5	83.0429
2003	6	77.8605
2003	7	74.6203
2003	8	75.6964
2003	9	80.1923
2003	10	82.2747
2003	11	71.6337
2003	12	69.7524
2004	1	69.7247
2004	2	66.3506
2004	3	71.1504
2004	4	81.3706
2004	5	91.3158
2004	6	80.9222
2004	7	80.8905
2004	8	91.3169
2004	9	94.6118
2004	10	102.5609
2004	11	98.8502
2004	12	105.2639
2005	1	108.1278
2005	2	103.4074
2005	3	116.9083
2005	4	114.0135
2005	5	123.285
2005	6	123.9518
2005	7	130.2025
2005	8	136.1197
2005	9	130.3006
2005	10	132.5823
2005	11	122.0341
2005	12	128.1279
2006	1	124.6004
2006	2	115.5049
2006	3	134.3191
2006	4	129.6655
2006	5	141.8633
2006	6	135.0055
2006	7	140.9967
2006	8	143.1395
2006	9	138.8377
2006	10	142.6598
2006	11	132.8321
2006	12	134.9336
2007	1	135.2895
2007	2	126.7394
2007	3	140.1471
2007	4	141.0999
2007	5	153.9703
2007	6	146.9787
2007	7	148.7382
2007	8	149.364
2007	9	140.6397
2007	10	146.2414
2007	11	133.0364
2007	12	129.7973
2008	1	134.7733
2008	2	138.345
2008	3	140.6518
2008	4	150.4343
2008	5	158.2456
2008	6	148.2267
2008	7	147.5412
2008	8	153.6181
2008	9	153.6001
2008	10	147.6401
2008	11	139.1044
2008	12	140.0135
2009	1	139.5264
2009	2	129.352
2009	3	148.1033
2009	4	151.6326
2009	5	162.6897
2009	6	158.1846
2009	7	158.0654
2009	8	156.7829
2009	9	154.2372
2009	10	156.1795
2009	11	141.5817
2009	12	147.1548
2010	1	136.7426
2010	2	134.6221
2010	3	149.4828
2010	4	150.516
2010	5	161.0668
2010	6	160.943
2010	7	163.1232
2010	8	166.1418
2010	9	164.3779
2010	10	154.0647
2010	11	149.8546
2010	12	145.1395
2011	1	148.808
2011	2	139.7159
2011	3	156.1519
2011	4	157.6055
2011	5	168.834
2011	6	163.8918
2011	7	169.063
2011	8	174.4381
2011	9	162.6801
2011	10	155.2421
2011	11	150.4092
2011	12	149.5508
2012	1	158.2668
2012	2	153.1127
2012	3	167.6052
2012	4	158.4827
2012	5	175.0074
2012	6	168.7795
2012	7	173.4642
2012	8	174.8163
2012	9	165.9948
2012	10	167.7323
2012	11	154.9011
2012	12	161.2685
2013	1	161.815
2013	2	154.532
2013	3	159.8137
2013	4	175.3336
2013	5	180.4989
2013	6	167.3014
2013	7	175.1569
2013	8	172.6959
2013	9	167.6287
2013	10	174.4785
2013	11	165.5551
2013	12	163.7182
2014	1	161.6047
2014	2	157.4513
2014	3	178.8176
2014	4	176.667
2014	5	183.9079
2014	6	173.0661
2014	7	178.5737
2014	8	167.5161
2014	9	161.4217
2014	10	162.2483
2014	11	150.537
2014	12	154.029
2015	1	166.7471
2015	2	155.3583
2015	3	183.7818
2015	4	183.6376
2015	5	188.4165
2015	6	177.2913
2015	7	191.9491
2015	8	191.7087
2015	9	184.2547
2015	10	182.7766
2015	11	179.5639
2015	12	175.4195
2016	1	188.1654
2016	2	176.1927
2016	3	202.1959
2016	4	208.5404
2016	5	215.1515
2016	6	194.2801
2016	7	194.8924
2016	8	186.7167
2016	9	178.6824
2016	10	178.9076
2016	11	172.7119
2016	12	193.4457
2017	1	191.7071
2017	2	176.9746
2017	3	199.1187
2017	4	202.1506
2017	5	211.3583
2017	6	196.9819
2017	7	202.7621
2017	8	204.9526
2017	9	200.9291
2017	10	192.8886
2017	11	184.2005
2017	12	183.1635
2018	1	200.6432
2018	2	192.1149
2018	3	211.0495
2018	4	204.3048
2018	5	222.7975
2018	6	209.1036
2018	7	217.7687
2018	8	205.7723
2018	9	197.9332
2018	10	200.4054
2018	11	198.9561
2018	12	193.8205
2019	1	217.902
2019	2	206.2754
2019	3	229.9219
2019	4	219.6431
2019	5	233.4396
2019	6	227.4091
2019	7	232.1613
