1992	1	130683
1992	2	131244
1992	3	142488
1992	4	147175
1992	5	152420
1992	6	151849
1992	7	152586
1992	8	152476
1992	9	148158
1992	10	155987
1992	11	154824
1992	12	191347
1993	1	137020
1993	2	134462
1993	3	153025
1993	4	158615
1993	5	163519
1993	6	162964
1993	7	164590
1993	8	163989
1993	9	159298
1993	10	163992
1993	11	169980
1993	12	206174
1994	1	145276
1994	2	146332
1994	3	173562
1994	4	170795
1994	5	175527
1994	6	178509
1994	7	173198
1994	8	182445
1994	9	175128
1994	10	178642
1994	11	184272
1994	12	221549
1995	1	158004
1995	2	155156
1995	3	181910
1995	4	176635
1995	5	190269
1995	6	191609
1995	7	182909
1995	8	193370
1995	9	182521
1995	10	184276
1995	11	193405
1995	12	227552
1996	1	167372
1996	2	173941
1996	3	191851
1996	4	191886
1996	5	205797
1996	6	196842
1996	7	197140
1996	8	204270
1996	9	189424
1996	10	201927
1996	11	203621
1996	12	237478
1997	1	181073
1997	2	178428
1997	3	203750
1997	4	199219
1997	5	211516
1997	6	205491
1997	7	208856
1997	8	211952
1997	9	201415
1997	10	210145
1997	11	207533
1997	12	249389
1998	1	187445
1998	2	183767
1998	3	207973
1998	4	212262
1998	5	221155
1998	6	220867
1998	7	217687
1998	8	216605
1998	9	208915
1998	10	220499
1998	11	218969
1998	12	265618
1999	1	196810
1999	2	199451
1999	3	230230
1999	4	227109
1999	5	237462
1999	6	236830
1999	7	236992
1999	8	240478
1999	9	230665
1999	10	233193
1999	11	240857
1999	12	293013
2000	1	213709
2000	2	227087
2000	3	253717
2000	4	239051
2000	5	257581
2000	6	255066
2000	7	244445
2000	8	257487
2000	9	243624
2000	10	245167
2000	11	252145
2000	12	294197
2001	1	226791
2001	2	223971
2001	3	253439
2001	4	249062
2001	5	268658
2001	6	260315
2001	7	251504
2001	8	266460
2001	9	236210
2001	10	265188
2001	11	262004
2001	12	298666
2002	1	230546
2002	2	228084
2002	3	257133
2002	4	257357
2002	5	271682
2002	6	260385
2002	7	266795
2002	8	277716
2002	9	246350
2002	10	259945
2002	11	263738
2002	12	308821
2003	1	242271
2003	2	233478
2003	3	264532
2003	4	265990
2003	5	281482
2003	6	271242
2003	7	279323
2003	8	285212
2003	9	265331
2003	10	273781
2003	11	272396
2003	12	327693
2004	1	252818
2004	2	253689
2004	3	287944
2004	4	284325
2004	5	296253
2004	6	289664
2004	7	294875
2004	8	294133
2004	9	282974
2004	10	287468
2004	11	294278
2004	12	354627
2005	1	263469
2005	2	265320
2005	3	306384
2005	4	302054
2005	5	311292
2005	6	317375
2005	7	316887
2005	8	321409
2005	9	300439
2005	10	302213
2005	11	311715
2005	12	370726
2006	1	286152
2006	2	282417
2006	3	326153
2006	4	316526
2006	5	337393
2006	6	330844
2006	7	325905
2006	8	339155
2006	9	310775
2006	10	312976
2006	11	323089
2006	12	380188
2007	1	295284
2007	2	290065
2007	3	335917
2007	4	321981
2007	5	353201
2007	6	338189
2007	7	333815
2007	8	349191
2007	9	317145
2007	10	331073
2007	11	341848
2007	12	387473
2008	1	307644
2008	2	308244
2008	3	334464
2008	4	331051
2008	5	357342
2008	6	339831
2008	7	344191
2008	8	342508
2008	9	313411
2008	10	311565
2008	11	299372
2008	12	346685
2009	1	274200
2009	2	264645
2009	3	290227
2009	4	292175
2009	5	307643
2009	6	306209
2009	7	309002
2009	8	314707
2009	9	288261
2009	10	300515
2009	11	304000
2009	12	362868
2010	1	279259
2010	2	275788
2010	3	321581
2010	4	317191
2010	5	325075
2010	6	319404
2010	7	321140
2010	8	322526
2010	9	307894
2010	10	315284
2010	11	328580
2010	12	387141
2011	1	298943
2011	2	300267
2011	3	345402
2011	4	339333
2011	5	349294
2011	6	346914
2011	7	341632
2011	8	352476
2011	9	333845
2011	10	337275
2011	11	351626
2011	12	408983
2012	1	315626
2012	2	331777
2012	3	368818
2012	4	349455
2012	5	373374
2012	6	356320
2012	7	351761
2012	8	373268
2012	9	342986
2012	10	356285
2012	11	369122
2012	12	417445
2013	1	334673
2013	2	333431
2013	3	375240
2013	4	363908
2013	5	390609
2013	6	370369
2013	7	377980
2013	8	389201
2013	9	353467
2013	10	370480
2013	11	378928
2013	12	430736
2014	1	340554
2014	2	337371
2014	3	383428
2014	4	383622
2014	5	407633
2014	6	385525
2014	7	394494
2014	8	400267
2014	9	373426
2014	10	387116
2014	11	389581
2014	12	449272
2015	1	348575
2015	2	339180
2015	3	389831
2015	4	384957
2015	5	406577
2015	6	395638
