1992	1	100872
1992	2	100027
1992	3	107352
1992	4	111093
1992	5	115960
1992	6	113460
1992	7	114772
1992	8	117040
1992	9	112275
1992	10	119249
1992	11	122464
1992	12	158280
1993	1	104820
1993	2	101675
1993	3	113767
1993	4	117560
1993	5	122129
1993	6	119969
1993	7	121612
1993	8	122283
1993	9	119024
1993	10	123705
1993	11	130998
1993	12	167170
1994	1	108777
1994	2	107125
1994	3	124768
1994	4	123203
1994	5	128462
1994	6	129207
1994	7	127468
1994	8	134118
1994	9	128777
1994	10	132464
1994	11	140660
1994	12	179065
1995	1	117449
1995	2	113697
1995	3	130379
1995	4	128766
1995	5	137494
1995	6	136687
1995	7	132941
1995	8	139891
1995	9	133694
1995	10	135788
1995	11	147365
1995	12	183750
1996	1	122513
1996	2	124366
1996	3	136215
1996	4	137790
1996	5	147647
1996	6	141928
1996	7	142069
1996	8	148789
1996	9	138303
1996	10	147698
1996	11	155484
1996	12	191240
1997	1	132678
1997	2	128302
1997	3	146085
1997	4	142914
1997	5	153577
1997	6	148027
1997	7	150384
1997	8	153882
1997	9	146555
1997	10	154574
1997	11	158960
1997	12	199012
1998	1	137724
1998	2	133023
1998	3	148142
1998	4	152234
1998	5	158945
1998	6	156013
1998	7	157917
1998	8	158863
1998	9	152285
1998	10	161016
1998	11	166413
1998	12	210772
1999	1	144275
1999	2	142399
1999	3	162498
1999	4	162240
1999	5	169640
1999	6	167464
1999	7	168657
1999	8	171014
1999	9	166093
1999	10	170810
1999	11	181001
1999	12	232795
2000	1	154936
2000	2	160195
2000	3	178650
2000	4	173065
2000	5	184531
2000	6	182064
2000	7	177185
2000	8	185637
2000	9	177789
2000	10	181362
2000	11	193696
2000	12	237956
2001	1	167530
2001	2	162453
2001	3	182039
2001	4	181784
2001	5	194316
2001	6	187576
2001	7	182459
2001	8	193133
2001	9	175268
2001	10	185654
2001	11	196808
2001	12	237669
2002	1	169981
2002	2	165147
2002	3	187362
2002	4	186565
2002	5	199528
2002	6	189318
2002	7	190387
2002	8	198133
2002	9	181200
2002	10	193616
2002	11	203149
2002	12	245355
2003	1	180137
2003	2	172457
2003	3	192668
2003	4	193594
2003	5	204752
2003	6	196620
2003	7	200845
2003	8	207550
2003	9	195209
2003	10	205648
2003	11	210719
2003	12	260944
2004	1	191672
2004	2	188459
2004	3	209282
2004	4	211073
2004	5	218762
2004	6	214309
2004	7	216038
2004	8	217756
2004	9	209394
2004	10	218723
2004	11	229057
2004	12	282151
2005	1	201533
2005	2	198375
2005	3	225775
2005	4	224385
2005	5	232965
2005	6	231997
2005	7	229177
2005	8	240189
2005	9	231027
2005	10	238619
2005	11	246870
2005	12	300064
2006	1	220415
2006	2	214965
2006	3	243399
2006	4	240346
2006	5	255876
2006	6	250245
2006	7	245016
2006	8	256158
2006	9	237775
2006	10	242611
2006	11	255577
2006	12	309193
2007	1	228699
2007	2	220692
2007	3	252084
2007	4	244716
2007	5	268018
2007	6	258365
2007	7	254718
2007	8	264558
2007	9	243675
2007	10	256612
2007	11	274504
2007	12	318402
2008	1	241827
2008	2	239214
2008	3	257837
2008	4	257289
2008	5	281162
2008	6	270391
2008	7	274510
2008	8	272823
2008	9	252909
2008	10	256536
2008	11	251515
2008	12	294342
2009	1	224099
2009	2	214642
2009	3	233069
2009	4	236218
2009	5	249868
2009	6	246644
2009	7	246669
2009	8	248444
2009	9	236109
2009	10	245651
2009	11	254006
2009	12	307118
2010	1	229429
2010	2	223957
2010	3	254066
2010	4	252773
2010	5	259793
2010	6	254693
2010	7	254103
2010	8	256443
2010	9	246208
2010	10	253888
2010	11	269742
2010	12	322601
2011	1	240969
2011	2	237538
2011	3	270031
2011	4	269592
2011	5	279813
2011	6	276530
2011	7	272278
2011	8	280987
2011	9	266779
2011	10	271258
2011	11	287612
2011	12	338015
2012	1	253360
2012	2	261225
2012	3	287385
2012	4	275760
2012	5	293379
2012	6	280224
2012	7	276408
2012	8	292412
2012	9	271583
2012	10	283926
2012	11	299378
2012	12	343207
2013	1	265319
2013	2	260358
2013	3	291566
2013	4	282353
2013	5	303839
2013	6	287674
2013	7	291778
2013	8	300287
2013	9	277633
2013	10	291251
2013	11	303014
2013	12	351969
2014	1	269543
2014	2	261681
2014	3	292008
2014	4	294667
2014	5	313275
2014	6	297715
2014	7	302036
2014	8	306474
2014	9	288739
2014	10	301417
2014	11	309425
2014	12	361399
2015	1	269113
2015	2	258752
2015	3	292173
2015	4	289979
2015	5	307827
2015	6	299844
